number_of_objects,number_of_features,number_of_classes,class_entropy,mean_correlation,mean_kurtosis,mean_skewness,mean_intra_class_variance,min_intra_class_variance,max_intra_class_variance,mean_intra_class_distance,min_intra_class_distance,max_intra_class_distance,mean_inter_class_distance,min_inter_class_distance,max_inter_class_distance,tree_dev_attr,tree_dev_branch,tree_dev_level,tree_height,tree_max_attr,tree_max_level,tree_mean_branch,tree_mean_level,tree_node_number,tree_width,tree_dev_class,tree_max_class,tree_min_class,tree_mean_class,tree_leaves_number,tree_max_branch,tree_mean_attr
28281.0,1915.7473684210527,20.157894736842106,-1.70294666560632,0.06915272810636494,227.62157450071777,4.825253599506226,0.7704853820305556,0.43314536685503824,0.94398377543068,1.7881566852312814E7,27761.63649363251,5.0732211743163764E7,1.2450134183336267E9,9.86708293310232E7,3.367839798212036E9,5.400389367204585,0.42483351806986963,5.0106279028787295,25.778947368421054,116.58947368421053,88.91578947368421,12.94977206945432,28.982716606301604,2485.694736842105,177.8421052631579,34.989809231229664,234.6315789473684,26.589473684210525,105.97101072315448,1243.3473684210526,25.778947368421054,23.217926327965568
