number_of_objects,number_of_features,number_of_classes,class_entropy,mean_correlation,mean_kurtosis,mean_skewness,mean_intra_class_variance,min_intra_class_variance,max_intra_class_variance,mean_intra_class_distance,min_intra_class_distance,max_intra_class_distance,mean_inter_class_distance,min_inter_class_distance,max_inter_class_distance,tree_dev_attr,tree_dev_branch,tree_dev_level,tree_height,tree_max_attr,tree_max_level,tree_mean_branch,tree_mean_level,tree_node_number,tree_width,tree_dev_class,tree_max_class,tree_min_class,tree_mean_class,tree_leaves_number,tree_max_branch,tree_mean_attr
27518.11842105263,116.89473684210526,7.105263157894737,-1.2450251126848493,0.06150928176639492,195.05230054424274,4.246549828968544,0.8153868343717608,0.4987393008606357,0.9635063591507104,9.090790740900545,7.520462396747871,12.139212232205535,1.3945369300704951E9,9.26730317133026E7,3.860233014423078E9,5.777803128561533,0.3907779685805552,3.7603247017199295,19.11842105263158,115.8157894736842,63.81578947368421,10.519117055433808,20.514336956631762,1612.5526315789473,127.64473684210526,37.05420777147162,229.57894736842104,26.92105263157895,104.78403347896774,806.7763157894736,19.11842105263158,24.71420047616136
