number_of_objects,number_of_features,number_of_classes,class_entropy,mean_correlation,mean_kurtosis,mean_skewness,mean_intra_class_variance,min_intra_class_variance,max_intra_class_variance,mean_intra_class_distance,min_intra_class_distance,mean_inter_class_distance,min_inter_class_distance,max_inter_class_distance,tree_dev_attr,tree_dev_branch,tree_dev_level,tree_height,tree_max_attr,tree_max_level,tree_mean_branch,tree_mean_level,tree_node_number,tree_width,tree_dev_class,tree_max_class,tree_min_class,tree_mean_class,tree_mean_attr
115661.37468823575,-10.426915905324146,0.9760239118090239,-0.008564926304188827,-0.012403488146655461,259.8740005793615,0.924199954817389,0.024750143864625557,0.02950755494762594,0.008168290739897121,52.40385111683943,46.83284201425274,6.161569676869947E9,1.2495718175974874E8,1.7994143898409065E10,8.923457111363733,-0.05291962062372802,3.1823536599329723,5.291339718545833,221.8034772448652,65.9026477593292,2.9965723132354136,25.805656474947586,2618.5330772989905,131.80313229364376,82.80861082425079,519.865488825477,10.963256946336974,171.74486333309795,28.357603276769485
0.0,234.31907348022943,1.3595200592170538,-0.26578937913598544,3.1735447869734316E-4,121.31890450137757,4.39652497628214,0.013577329238634625,-0.1418792123190067,0.014926875299824711,-0.9557488911878573,-0.8598591740545201,-1.1491582092222166E8,-2.4013347009552903E7,-2.6199417788693398E8,-1.8560512337911226,0.1406464853249073,-0.7939119200485707,14.424597490008608,-25.431306220795467,-10.84779361710482,5.789195432429988,-2.792729644751192,49.29871749136959,-21.70216438660978,-1.3560112761702006,7.619477131183761,-2.089865991494001,0.28994768323239295,-7.853909535582906
0.0,0.0,12.360738427051526,-0.5735597459653096,0.0011383120368419198,-12.984230781875112,0.19562739910654783,-0.047391392391301086,-0.057474328935244914,0.001379997939201713,-2.472100504361626,-2.1312823539251617,-7.435412287385847E7,2.4812044389844012E8,-9.584893378415945E8,9.932890074924616,-0.026942594284589148,11.404777224114156,1.695613210068918,274.29336382757197,204.33230832590914,0.7205824555670893,45.40250791913539,3197.515083201182,408.663239950453,-8.389703739138826,17.11048792462333,-4.80640905819731,-8.48921699698314,59.0478627545547
0.0,0.0,0.0,0.5086289191578687,-0.022107930705034834,-10.822690629953852,0.22161978897924395,0.09685057214810339,0.1037814554616857,0.023991026491104482,1.8122955649407793,1.922193046646191,-2.2719435638360903E8,8.185796239297599E7,-9.369150447812307E8,1.9594395342433741,-0.028340744782110742,3.465076269225318,-4.1264963188419586,71.82569556974406,61.76007208072018,-2.0106349787994153,12.23304882277728,813.2898828635847,123.5403066012459,-8.44742213228466,-31.464031332849842,-2.7601453675154115,-18.800593399416286,15.334450081982686
0.0,0.0,0.0,0.0,0.13517484399727248,94.18728138609926,0.3580813472045975,-0.03247635629794631,0.00211687627519807,-2.3309704308876195E-4,-1.0441985921559813,-1.0568980677504785,1.5930212438925928E8,8137957.554628199,4.333901321061102E8,0.2181982752684013,-0.02086520468603003,0.25529060417974453,-0.968408280657916,7.921278115364445,5.184311616943229,-0.6947265018955485,1.4531060089566255,107.53470477341894,10.36627134914951,-0.143297889375527,4.095163268866259,-1.492219894923105,-1.1950379268477278,0.8462096574785976
0.0,0.0,0.0,0.0,0.0,475.9269232933849,3.3645694271369626,0.017779191174012225,-0.06031239269580916,0.006660590823425237,-27.436305582973503,-28.216979538995968,6.8910025972744055E9,8.494639612075408E7,2.0239938537680935E10,3.3048754667074616,-0.006181804569176536,0.9550503671886006,1.7893568794832242,150.21065158136946,28.037699189740596,1.4354990633483053,12.298677697565818,1706.3346166050214,56.073752975690645,68.71660992777947,395.36941115365386,2.9570515231839565,124.6781911727571,10.916583051647356
0.0,0.0,0.0,0.0,0.0,0.0,3.2149594719765013,0.048435981034087874,0.004586556370128893,0.00780336878044141,9.615851851533666,9.810014792277391,-2.3767988271290507E9,-6.674004886699449E7,-6.853119510869776E9,-2.284922966023986,0.0921932372324799,-1.876756501485112,-1.7491418128293816,-60.84033414418882,-37.553757537058246,0.23087572367383655,-10.588487945063898,-1163.766616918766,-75.11311294876239,-23.58599858812644,-154.50753393791942,-6.649941792856428,-55.58928362161383,-10.461334032221437
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15999701697796198,0.18961165494898852,0.06125745653106865,-1.2866235651962936,-1.2838757649009245,2.0462359371052796E8,4.982733437509756E7,4.719969232301455E8,2.8685110460813252,-0.00449213750187108,1.5360072720808453,4.6635612871746455,44.2422107522778,27.775968212188932,2.3991333567013635,8.379812401426545,662.1457243051352,55.55353865184387,16.305099445712855,90.6623770482454,16.92405044813143,53.33365660028536,13.06190918860753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931986906763321,-0.022361505942224844,-0.4853140754625763,-0.450045767020089,4.0367809225951505E8,1.8746327593503527E7,1.1508721071504984E9,1.181034077129467,0.008550105700057039,0.6558817398974001,-1.761568292250837,10.780008213441112,12.373052692433152,-1.0400312530232103,3.8577345896645685,314.05170793852443,24.75453569941358,5.998152984503115,41.04781497358118,11.586593947748378,24.574814982870816,6.404105851721651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07303097343366524,0.12642312454313512,0.12077378935049668,-3.0852529168848836E8,-3.111105538178842E7,-8.410049414218194E8,-1.3063197769246935,0.028484632451631988,-1.181428723265925,-1.9139194487622886,-38.280267344604745,-21.248296946870088,-1.0677887396118853,-5.375480915544584,-416.87245983424583,-42.493098271916104,-4.845380081692322,-30.96767852757812,-0.6381108349810567,-11.7609613679129,-6.981154314734867
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57225932871395,17.029248676785024,-4.522849078471332E9,-1.8237640406147572E8,-1.3020814006201092E10,-4.417623684981513,-0.02014567886131035,-3.142999797135627,-4.546728624490469,-120.91872328174644,-64.62243774582255,-1.6036361476241896,-20.712728421109947,-2207.261380422595,-129.24565784826322,-76.26514852478391,-417.49992714625876,-32.8665273376136,-185.20147630965388,-22.586997517128633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1952341938091726,-2.8304731704999084E9,1.0696617295305595E8,-8.817219526268919E9,0.5944258735535559,-0.012491706535963577,1.885229617521503,6.173891783805332,3.370905773388703,33.158541864231516,2.797462927463709,8.679836108540306,654.0860885483825,66.32071513868831,18.97515084490463,81.03361490881387,33.18857966978109,86.46015457980576,9.006112112496828
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99148904480691E8,7.383447171936621E7,2.432566622527034E9,0.9077118531884413,0.04284950989662125,-0.06795253631238193,-1.5541056661443076,-4.14896239166619,-1.5744962397526021,-0.506544386591821,0.2849945009117619,-34.59220802250975,-3.1479321484384157,17.717293179473717,64.11916208563498,7.453238210764247,42.213579374004375,3.4087190984987217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6071451280304778E8,-8.151224105696017E8,-0.9430829079672644,-0.03911093844613813,3.55415441403956,-0.2836878363851873,18.80104041747586,66.94806882475584,-0.4083350752675066,16.767801084315145,1365.9606272848205,133.88315271944307,43.50915040978046,197.98335088157322,34.93005801584182,137.69419087847422,11.147693546159406
