"dataset1","dataset2","distance"
mfeat-morphological,desharnais,3.481773675169355
mfeat-morphological,diggle_table_a2,5.886726453632399
mfeat-morphological,ecoli,6.701327342907164
mfeat-morphological,energy-efficiency,7.447519815490975
mfeat-morphological,eye_movements,8.967395274128256
mfeat-morphological,fabert,9.334810860505458
mfeat-morphological,fars,9.502060631155384
mfeat-morphological,fashion-mnist,9.521887601367078
mfeat-morphological,gas-drift-different-concentrations,6.617572345018109
mfeat-morphological,gas-drift,6.953139536127999
mfeat-morphological,gina_prior2,8.646952628467355
mfeat-morphological,glass,4.264565843325775
mfeat-morphological,har,7.471483667194529
mfeat-morphological,hayes-roth,4.3233463223841895
mfeat-morphological,heart-long-beach,5.905418407090655
mfeat-morphological,heart-switzerland,5.346570862757373
mfeat-morphological,helena,9.476026429823662
mfeat-morphological,indian_pines,7.882889562241109
mfeat-morphological,iris,6.346335907138014
mfeat-morphological,jannis,9.48967958860263
mfeat-morphological,japanesevowels,6.107679666738871
mfeat-morphological,jungle_chess_2pcs_endgame_panther_elephant,5.944758057462145
mfeat-morphological,jungle_chess_2pcs_raw_endgame_complete,9.091724775647382
mfeat-morphological,leaf,6.867834253955962
mfeat-morphological,led-display-domain-7digit,6.518723110075156
mfeat-morphological,mfeat-factors,3.842785230121334
mfeat-morphological,mfeat-fourier,2.7992514944079194
mfeat-morphological,mfeat-karhunen,3.9941782196871576
mfeat-morphological,mfeat-morphological,0.0
mfeat-morphological,mfeat-pixel,6.555458868142744
mfeat-morphological,microaggregation2,8.162791565955828
mfeat-morphological,nursery,7.34345497322341
mfeat-morphological,page-blocks,5.863114457887749
mfeat-morphological,pokerhand,9.48352320869922
mfeat-morphological,popularkids,5.178721636230775
mfeat-morphological,prnn_fglass,4.264565843325782
mfeat-morphological,prnn_viruses,5.0323738535844305
mfeat-morphological,rmftsa_sleepdata,4.565143135389076
mfeat-morphological,robot-failures-lp1,4.032039275139928
mfeat-morphological,robot-failures-lp5,4.956945869077679
mfeat-morphological,satimage,7.849265688770892
mfeat-morphological,seeds,4.50963029620967
mfeat-morphological,segment,6.427556757489048
mfeat-morphological,seismic-bumps,4.50963029620967
mfeat-morphological,semeion,5.881215411887772
mfeat-morphological,shuttle,9.481545641799999
mfeat-morphological,spectrometer,6.047917560517288
mfeat-morphological,steel-plates-fault,6.391197009420877
mfeat-morphological,synthetic_control,6.319968049927448
mfeat-morphological,tae,5.146806322784967
mfeat-morphological,tamilnadu-electricity,8.82518094726218
mfeat-morphological,teachingassistant,5.214465868475372
mfeat-morphological,thyroid-allbp,6.538179656430514
mfeat-morphological,thyroid-allhyper,6.538179656430514
mfeat-morphological,user-knowledge,5.1771452982459625
mfeat-morphological,vehicle,2.7523947071505304
mfeat-morphological,vertebra-column,1.8386574639267048
mfeat-morphological,volcanoes-a1,5.624702682592101
mfeat-morphological,volcanoes-a3,5.034108292030992
mfeat-morphological,volcanoes-a4,4.580722742532016
mfeat-morphological,volcanoes-d1,9.483331740037178
mfeat-morphological,wall-robot-navigation,4.119114268717528
mfeat-morphological,waveform-5000,8.300913263779416
mfeat-morphological,wine-quality-white,8.156861467439901
mfeat-morphological,wine,4.696357634255924
mfeat-morphological,zoo,6.565709184577034
mfeat-pixel,abalone,6.039565912335756
mfeat-pixel,artificial-characters,9.537028726417086
mfeat-pixel,balance-scale,5.478970008034559
mfeat-pixel,breast-tissue,4.58031321027082
mfeat-pixel,car,5.060576725307796
mfeat-pixel,cardiotocography,6.923958505510641
mfeat-pixel,cmc,5.714505234911199
mfeat-pixel,cnae-9,7.044932217406776
mfeat-pixel,collins,7.7641993937735965
mfeat-pixel,covertype,9.730337774979972
mfeat-pixel,desharnais,4.743127481619223
mfeat-pixel,diggle_table_a2,5.46590848187747
mfeat-pixel,ecoli,5.290754643839588
mfeat-pixel,energy-efficiency,8.269379910380339
mfeat-pixel,eye_movements,8.873411653529786
mfeat-pixel,fabert,9.833613057912782
mfeat-pixel,fars,9.647907235193694
mfeat-pixel,fashion-mnist,9.5997652567802
mfeat-pixel,gas-drift-different-concentrations,6.854868393625758
mfeat-pixel,gas-drift,6.985882120445567
mfeat-pixel,gina_prior2,9.244254143083726
mfeat-pixel,glass,5.439130454519012
mfeat-pixel,har,6.725397842626209
mfeat-pixel,hayes-roth,5.485091792363595
mfeat-pixel,heart-long-beach,5.0188628654063185
mfeat-pixel,heart-switzerland,4.72642972958188
mfeat-pixel,helena,9.725792930204427
mfeat-pixel,indian_pines,8.222233018288712
mfeat-pixel,iris,7.001106394438815
mfeat-pixel,jannis,9.734058242420309
mfeat-pixel,japanesevowels,6.471526547682518
mfeat-pixel,jungle_chess_2pcs_endgame_panther_elephant,6.365137207456665
mfeat-pixel,jungle_chess_2pcs_raw_endgame_complete,9.422695609280662
mfeat-pixel,leaf,6.312147511233325
mfeat-pixel,led-display-domain-7digit,6.491539027430172
mfeat-pixel,mfeat-factors,5.244645793920139
mfeat-pixel,mfeat-fourier,5.309775687033974
mfeat-pixel,mfeat-karhunen,4.895737823795958
mfeat-pixel,mfeat-morphological,6.555458868142744
mfeat-pixel,mfeat-pixel,0.0
mfeat-pixel,microaggregation2,9.524241640241893
mfeat-pixel,nursery,6.941031294502151
mfeat-pixel,page-blocks,8.636367311647364
mfeat-pixel,pokerhand,9.730927801309337
mfeat-pixel,popularkids,5.1814753426736555
mfeat-pixel,prnn_fglass,5.439130454519017
mfeat-pixel,prnn_viruses,5.880688281729813
mfeat-pixel,rmftsa_sleepdata,5.171807617242569
mfeat-pixel,robot-failures-lp1,4.598332281512732
mfeat-pixel,robot-failures-lp5,4.61993429308196
mfeat-pixel,satimage,7.8370203332542765
mfeat-pixel,seeds,6.219149497219629
mfeat-pixel,segment,4.884572006622839
mfeat-pixel,seismic-bumps,6.219149497219629
mfeat-pixel,semeion,4.6980250259803835
mfeat-pixel,shuttle,9.729247773462031
mfeat-pixel,spectrometer,6.595646876325897
mfeat-pixel,steel-plates-fault,5.662439490342254
mfeat-pixel,synthetic_control,6.8755507006904795
mfeat-pixel,tae,4.683140413474912
mfeat-pixel,tamilnadu-electricity,9.539255158120147
mfeat-pixel,teachingassistant,6.022231482863202
mfeat-pixel,thyroid-allbp,6.729886943800646
mfeat-pixel,thyroid-allhyper,6.729886943800646
mfeat-pixel,user-knowledge,5.891958258547143
mfeat-pixel,vehicle,6.330315099402085
mfeat-pixel,vertebra-column,6.551423646446001
mfeat-pixel,volcanoes-a1,5.153303400059702
mfeat-pixel,volcanoes-a3,6.2185522866679355
mfeat-pixel,volcanoes-a4,5.55585584887492
mfeat-pixel,volcanoes-d1,9.73033574741971
mfeat-pixel,wall-robot-navigation,5.197016655386707
mfeat-pixel,waveform-5000,8.596287593296642
mfeat-pixel,wine-quality-white,7.192324339114485
mfeat-pixel,wine,5.914597183071085
mfeat-pixel,zoo,7.07362307877529
microaggregation2,abalone,8.337009179689446
microaggregation2,artificial-characters,11.429821100491633
microaggregation2,balance-scale,8.08615116393838
microaggregation2,breast-tissue,8.026529940610832
microaggregation2,car,8.024108606765557
microaggregation2,cardiotocography,8.610188555132192
microaggregation2,cmc,9.231376779822899
microaggregation2,cnae-9,9.99228605843086
microaggregation2,collins,9.954068183111513
microaggregation2,covertype,11.503639657624003
microaggregation2,desharnais,8.061848289715591
microaggregation2,diggle_table_a2,8.636953430380476
microaggregation2,ecoli,8.659394088766724
microaggregation2,energy-efficiency,10.151808759386672
microaggregation2,eye_movements,10.423594405401662
microaggregation2,fabert,11.57565571612424
microaggregation2,fars,11.206775984397161
microaggregation2,fashion-mnist,11.299112276341335
microaggregation2,gas-drift-different-concentrations,9.947874993633592
microaggregation2,gas-drift,10.007288474409412
microaggregation2,gina_prior2,10.17400108321732
microaggregation2,glass,8.167847853167503
microaggregation2,har,10.034430336082039
microaggregation2,hayes-roth,8.094236770415328
microaggregation2,heart-long-beach,8.756067659978122
microaggregation2,heart-switzerland,8.634474383834247
microaggregation2,helena,11.510349956946412
microaggregation2,indian_pines,10.943742785832727
microaggregation2,iris,9.058760156384139
microaggregation2,jannis,11.496689469919449
microaggregation2,japanesevowels,9.62379749370867
microaggregation2,jungle_chess_2pcs_endgame_panther_elephant,9.108107274839023
microaggregation2,jungle_chess_2pcs_raw_endgame_complete,10.948662621174837
microaggregation2,leaf,9.382625651319252
microaggregation2,led-display-domain-7digit,9.431245031580286
microaggregation2,mfeat-factors,8.526428299109172
microaggregation2,mfeat-fourier,8.020820922227355
microaggregation2,mfeat-karhunen,8.424580673150128
microaggregation2,mfeat-morphological,8.162791565955828
microaggregation2,mfeat-pixel,9.524241640241893
microaggregation2,microaggregation2,0.0
microaggregation2,nursery,9.495707080098903
microaggregation2,page-blocks,8.782620788405682
microaggregation2,pokerhand,11.504539287897067
microaggregation2,popularkids,8.424977919497504
microaggregation2,prnn_fglass,8.167847853167498
microaggregation2,prnn_viruses,8.190593981606378
microaggregation2,rmftsa_sleepdata,7.9698218783086485
microaggregation2,robot-failures-lp1,8.188300460233188
microaggregation2,robot-failures-lp5,8.504972391308783
microaggregation2,satimage,10.51171580828572
microaggregation2,seeds,8.189935455641356
microaggregation2,segment,8.602987929835104
microaggregation2,seismic-bumps,8.189935455641356
microaggregation2,semeion,8.620949510009831
microaggregation2,shuttle,11.505396488226662
microaggregation2,spectrometer,9.298335392654497
microaggregation2,steel-plates-fault,7.89544343206019
microaggregation2,synthetic_control,9.295321494770887
microaggregation2,tae,8.585793685774401
microaggregation2,tamilnadu-electricity,11.489367097502155
microaggregation2,teachingassistant,8.447635512799184
microaggregation2,thyroid-allbp,8.44253607598651
microaggregation2,thyroid-allhyper,8.44253607598651
microaggregation2,user-knowledge,8.305800329532335
microaggregation2,vehicle,8.166326736360952
microaggregation2,vertebra-column,8.125653939255816
microaggregation2,volcanoes-a1,9.23154788565105
microaggregation2,volcanoes-a3,8.615727644554882
microaggregation2,volcanoes-a4,8.31857045476776
microaggregation2,volcanoes-d1,11.50364318657823
microaggregation2,wall-robot-navigation,7.882137339210351
microaggregation2,waveform-5000,10.739855975596745
microaggregation2,wine-quality-white,7.764004883017872
microaggregation2,wine,7.956378048885655
microaggregation2,zoo,9.569081530226484
nursery,abalone,8.967446593736419
nursery,artificial-characters,11.101005652610514
nursery,balance-scale,7.5647569086903745
nursery,breast-tissue,7.114401516894437
nursery,car,6.304046922113401
nursery,cardiotocography,6.417601770455199
nursery,cmc,7.975519983519295
nursery,cnae-9,9.001775257676536
nursery,collins,9.997289868404655
nursery,covertype,10.621453728745033
nursery,desharnais,7.058780977518825
nursery,diggle_table_a2,7.059967830135857
nursery,ecoli,7.533517986367393
nursery,energy-efficiency,8.020368161051215
nursery,eye_movements,10.299124291281773
nursery,fabert,10.382935434525804
nursery,fars,10.470784641908526
nursery,fashion-mnist,10.690011651501344
nursery,gas-drift-different-concentrations,7.988712628434535
nursery,gas-drift,8.177832514623722
nursery,gina_prior2,9.651821184065671
nursery,glass,6.872493570035091
nursery,har,8.12112986253325
nursery,hayes-roth,7.2526841106334725
nursery,heart-long-beach,7.188898571247828
nursery,heart-switzerland,6.6571980841825305
nursery,helena,10.604166428200646
nursery,indian_pines,10.52426670280202
nursery,iris,7.809800232124965
nursery,jannis,10.637390111555025
nursery,japanesevowels,8.836512948883001
nursery,jungle_chess_2pcs_endgame_panther_elephant,6.347138406534871
nursery,jungle_chess_2pcs_raw_endgame_complete,9.204152707157437
nursery,leaf,8.922599788396749
nursery,led-display-domain-7digit,8.556265142477697
nursery,mfeat-factors,7.2570384374245
nursery,mfeat-fourier,6.545608758210269
nursery,mfeat-karhunen,6.835543683704166
nursery,mfeat-morphological,7.34345497322341
nursery,mfeat-pixel,6.941031294502151
nursery,microaggregation2,9.495707080098903
nursery,nursery,0.0
nursery,page-blocks,8.537332936282946
nursery,pokerhand,10.61762795128446
nursery,popularkids,6.970826001089303
nursery,prnn_fglass,6.872493570035099
nursery,prnn_viruses,5.883321366114802
nursery,rmftsa_sleepdata,6.294581623225684
nursery,robot-failures-lp1,6.952064234123548
nursery,robot-failures-lp5,6.933152970463592
nursery,satimage,8.137230318915776
nursery,seeds,7.747613953572513
nursery,segment,7.666268818056974
nursery,seismic-bumps,7.747613953572513
nursery,semeion,6.461982635565386
nursery,shuttle,10.617127018604348
nursery,spectrometer,7.562779650316376
nursery,steel-plates-fault,6.372896757098742
nursery,synthetic_control,8.292342154208301
nursery,tae,6.789436136061352
nursery,tamilnadu-electricity,10.47123863168514
nursery,teachingassistant,7.033392744900498
nursery,thyroid-allbp,7.382922628772235
nursery,thyroid-allhyper,7.382922628772235
nursery,user-knowledge,6.5280447385520795
nursery,vehicle,7.1842226946758645
nursery,vertebra-column,7.630607523383485
nursery,volcanoes-a1,6.992056316861554
nursery,volcanoes-a3,7.403346657500497
nursery,volcanoes-a4,6.857077962808384
nursery,volcanoes-d1,10.621445388820396
nursery,wall-robot-navigation,6.641821720974895
nursery,waveform-5000,9.76838116697839
nursery,wine-quality-white,9.294025827381802
nursery,wine,6.4427941424225255
nursery,zoo,7.167566605561554
page-blocks,abalone,6.735545269897014
page-blocks,artificial-characters,10.204716803662462
page-blocks,balance-scale,5.9247999549679875
page-blocks,breast-tissue,6.630211715066482
page-blocks,car,6.31736274995816
page-blocks,cardiotocography,6.905178188973965
page-blocks,cmc,6.363366796307224
page-blocks,cnae-9,9.563493128198841
page-blocks,collins,8.384133482864778
page-blocks,covertype,10.214741297597698
page-blocks,desharnais,5.829204956286698
page-blocks,diggle_table_a2,6.319333694502275
page-blocks,ecoli,7.013235150842213
page-blocks,energy-efficiency,8.405574289906642
page-blocks,eye_movements,10.209230937334844
page-blocks,fabert,10.021316656352868
page-blocks,fars,10.369362798790245
page-blocks,fashion-mnist,10.209322476116931
page-blocks,gas-drift-different-concentrations,6.028450707000196
page-blocks,gas-drift,6.231649717676067
page-blocks,gina_prior2,9.060806539564487
page-blocks,glass,5.791726863215688
page-blocks,har,9.130124321449522
page-blocks,hayes-roth,6.617741295159636
page-blocks,heart-long-beach,6.619540560008532
page-blocks,heart-switzerland,6.385204663501519
page-blocks,helena,10.206937237812406
page-blocks,indian_pines,9.585711479387271
page-blocks,iris,6.791545510117626
page-blocks,jannis,10.221605146441032
page-blocks,japanesevowels,7.693739402055144
page-blocks,jungle_chess_2pcs_endgame_panther_elephant,7.655215873649193
page-blocks,jungle_chess_2pcs_raw_endgame_complete,9.653981155877872
page-blocks,leaf,7.999103799213457
page-blocks,led-display-domain-7digit,7.966423281675785
page-blocks,mfeat-factors,7.1311209803496745
page-blocks,mfeat-fourier,5.971126522962916
page-blocks,mfeat-karhunen,6.594860112147522
page-blocks,mfeat-morphological,5.863114457887749
page-blocks,mfeat-pixel,8.636367311647364
page-blocks,microaggregation2,8.782620788405682
page-blocks,nursery,8.537332936282946
page-blocks,page-blocks,0.0
page-blocks,pokerhand,10.214915073122048
page-blocks,popularkids,5.980680155489384
page-blocks,prnn_fglass,5.791726863215656
page-blocks,prnn_viruses,6.745590950871054
page-blocks,rmftsa_sleepdata,5.96348796185288
page-blocks,robot-failures-lp1,6.870537630943721
page-blocks,robot-failures-lp5,6.708329562690728
page-blocks,satimage,9.033202462798814
page-blocks,seeds,6.382803202144341
page-blocks,segment,6.813625627809823
page-blocks,seismic-bumps,6.382803202144341
page-blocks,semeion,7.521343906353734
page-blocks,shuttle,10.212821515687965
page-blocks,spectrometer,6.813410263067608
page-blocks,steel-plates-fault,5.8012500777449345
page-blocks,synthetic_control,5.8016826229060205
page-blocks,tae,6.067423250919999
page-blocks,tamilnadu-electricity,9.496759336643246
page-blocks,teachingassistant,6.111651134528473
page-blocks,thyroid-allbp,5.882247200317122
page-blocks,thyroid-allhyper,5.882247200317122
page-blocks,user-knowledge,7.061826073046597
page-blocks,vehicle,5.528401326734035
page-blocks,vertebra-column,5.868728688431278
page-blocks,volcanoes-a1,6.9394992684546954
page-blocks,volcanoes-a3,6.580112976756104
page-blocks,volcanoes-a4,6.073875159362048
page-blocks,volcanoes-d1,10.21473769221219
page-blocks,wall-robot-navigation,5.285133613226313
page-blocks,waveform-5000,8.64993214484813
page-blocks,wine-quality-white,9.220659661124133
page-blocks,wine,6.821815763199717
page-blocks,zoo,6.990297228452114
pokerhand,abalone,9.776311892119091
pokerhand,artificial-characters,12.100369462607167
pokerhand,balance-scale,9.11284487458509
pokerhand,breast-tissue,9.139100933186922
pokerhand,car,9.372183749820946
pokerhand,cardiotocography,9.659390707856701
pokerhand,cmc,9.63115966145265
pokerhand,cnae-9,10.980412249989195
pokerhand,collins,10.86690717017842
pokerhand,covertype,12.247430034464351
pokerhand,desharnais,9.18830458872371
pokerhand,diggle_table_a2,9.559079796067252
pokerhand,ecoli,9.630599440091704
pokerhand,energy-efficiency,10.984927458486924
pokerhand,eye_movements,11.88907990230253
pokerhand,fabert,12.175823685507078
pokerhand,fars,12.207989734808871
pokerhand,fashion-mnist,12.226176015968026
pokerhand,gas-drift-different-concentrations,10.356107659697454
pokerhand,gas-drift,10.424853584766081
pokerhand,gina_prior2,11.302839789530374
pokerhand,glass,9.073016210135114
pokerhand,har,11.191791471444022
pokerhand,hayes-roth,9.305553565171055
pokerhand,heart-long-beach,9.541661507127074
pokerhand,heart-switzerland,9.33331774749232
pokerhand,helena,12.247175339588283
pokerhand,indian_pines,11.537121741728184
pokerhand,iris,9.970832816334408
pokerhand,jannis,12.247177388644094
pokerhand,japanesevowels,9.93576251861692
pokerhand,jungle_chess_2pcs_endgame_panther_elephant,9.772208151119097
pokerhand,jungle_chess_2pcs_raw_endgame_complete,11.932896208246618
pokerhand,leaf,10.475121061183355
pokerhand,led-display-domain-7digit,10.21036036965152
pokerhand,mfeat-factors,9.317336333313332
pokerhand,mfeat-fourier,9.031464591622148
pokerhand,mfeat-karhunen,9.171801060541684
pokerhand,mfeat-morphological,9.48352320869922
pokerhand,mfeat-pixel,9.730927801309337
pokerhand,microaggregation2,11.504539287897067
pokerhand,nursery,10.61762795128446
pokerhand,page-blocks,10.214915073122048
pokerhand,pokerhand,0.0
pokerhand,popularkids,9.18289325902226
pokerhand,prnn_fglass,9.073016210135114
pokerhand,prnn_viruses,9.272762893796669
pokerhand,rmftsa_sleepdata,9.050754530694066
pokerhand,robot-failures-lp1,9.253737241292132
pokerhand,robot-failures-lp5,9.398500784636385
pokerhand,satimage,11.020360970960924
pokerhand,seeds,9.49686433137798
pokerhand,segment,9.573581253573487
pokerhand,seismic-bumps,9.49686433137798
pokerhand,semeion,9.398477219849566
pokerhand,shuttle,12.24741562005151
pokerhand,spectrometer,9.926382525020554
pokerhand,steel-plates-fault,9.387422524389871
pokerhand,synthetic_control,10.078517657341784
pokerhand,tae,9.249099341306028
pokerhand,tamilnadu-electricity,11.85607566172402
pokerhand,teachingassistant,9.533263430132049
pokerhand,thyroid-allbp,9.823161018894176
pokerhand,thyroid-allhyper,9.823161018894176
pokerhand,user-knowledge,9.39734423049109
pokerhand,vehicle,9.378996636682476
pokerhand,vertebra-column,9.56789071853465
pokerhand,volcanoes-a1,9.538597028463203
pokerhand,volcanoes-a3,9.37605391668853
pokerhand,volcanoes-a4,9.164178535276868
pokerhand,volcanoes-d1,12.247430102174771
pokerhand,wall-robot-navigation,9.004398149602084
pokerhand,waveform-5000,11.324102212789036
pokerhand,wine-quality-white,10.98770508826932
pokerhand,wine,9.276577473490686
pokerhand,zoo,10.271729348783735
popularkids,abalone,5.506203520484339
popularkids,artificial-characters,9.049835926583668
popularkids,balance-scale,3.7343950030929505
popularkids,breast-tissue,4.174482712289756
popularkids,car,4.933746059179113
popularkids,cardiotocography,4.443042712994607
popularkids,cmc,3.330901317795498
popularkids,cnae-9,7.596510636935457
popularkids,collins,7.352576632976005
popularkids,covertype,9.181132238111205
popularkids,desharnais,4.212292358167555
popularkids,diggle_table_a2,4.919991137477626
popularkids,ecoli,5.364334915350093
popularkids,energy-efficiency,7.64557778220275
popularkids,eye_movements,8.510381878643884
popularkids,fabert,9.129598263779915
popularkids,fars,9.119496549840516
popularkids,fashion-mnist,9.162145305589288
popularkids,gas-drift-different-concentrations,6.557782018337534
popularkids,gas-drift,6.715166118845601
popularkids,gina_prior2,7.242390597341246
popularkids,glass,2.4429871917647343
popularkids,har,8.187766161619678
popularkids,hayes-roth,4.565102917663096
popularkids,heart-long-beach,2.571396541223878
popularkids,heart-switzerland,1.7071612555156295
popularkids,helena,9.182241428533384
popularkids,indian_pines,8.012474179156806
popularkids,iris,5.642675521557492
popularkids,jannis,9.179409184582756
popularkids,japanesevowels,5.159439735435595
popularkids,jungle_chess_2pcs_endgame_panther_elephant,5.353061580928705
popularkids,jungle_chess_2pcs_raw_endgame_complete,8.69981346187411
popularkids,leaf,6.631886263649294
popularkids,led-display-domain-7digit,5.968849855454314
popularkids,mfeat-factors,4.435860992533367
popularkids,mfeat-fourier,4.067179518573246
popularkids,mfeat-karhunen,4.084448334321616
popularkids,mfeat-morphological,5.178721636230775
popularkids,mfeat-pixel,5.1814753426736555
popularkids,microaggregation2,8.424977919497504
popularkids,nursery,6.970826001089303
popularkids,page-blocks,5.980680155489384
popularkids,pokerhand,9.18289325902226
popularkids,popularkids,0.0
popularkids,prnn_fglass,2.442987191764709
popularkids,prnn_viruses,4.494178974974693
popularkids,rmftsa_sleepdata,2.9686828265613614
popularkids,robot-failures-lp1,4.645477029698233
popularkids,robot-failures-lp5,4.7745259410432475
popularkids,satimage,7.437102147058308
popularkids,seeds,5.430117423716985
popularkids,segment,5.396134861319262
popularkids,seismic-bumps,5.430117423716985
popularkids,semeion,3.591920989513409
popularkids,shuttle,9.181480750404067
popularkids,spectrometer,6.15147059548943
popularkids,steel-plates-fault,3.979826618759133
popularkids,synthetic_control,5.6722034261133905
popularkids,tae,2.5049457351752134
popularkids,tamilnadu-electricity,8.664679045110104
popularkids,teachingassistant,3.699692956350615
popularkids,thyroid-allbp,5.047712027991033
popularkids,thyroid-allhyper,5.047712027991033
popularkids,user-knowledge,4.8209323087447675
popularkids,vehicle,3.829425792285799
popularkids,vertebra-column,5.13744775621381
popularkids,volcanoes-a1,5.201420217359664
popularkids,volcanoes-a3,4.873902567035171
popularkids,volcanoes-a4,4.415835329139571
popularkids,volcanoes-d1,9.181133054173376
popularkids,wall-robot-navigation,3.184740464377507
popularkids,waveform-5000,8.362378031807632
popularkids,wine-quality-white,7.053047291326853
popularkids,wine,4.8112465579888655
popularkids,zoo,6.735481806254949
prnn_fglass,abalone,5.551668676118899
prnn_fglass,artificial-characters,8.7427414578494
prnn_fglass,balance-scale,3.0873748948517568
prnn_fglass,breast-tissue,3.424865044882332
prnn_fglass,car,4.060249729857275
prnn_fglass,cardiotocography,4.675401338469377
prnn_fglass,cmc,4.538388844113035
prnn_fglass,cnae-9,7.019874884183345
prnn_fglass,collins,7.468356163479148
prnn_fglass,covertype,9.073497077492435
prnn_fglass,desharnais,3.674607418927306
prnn_fglass,diggle_table_a2,4.1962926528614455
prnn_fglass,ecoli,4.99667505515749
prnn_fglass,energy-efficiency,7.046480665574759
prnn_fglass,eye_movements,8.344060584357164
prnn_fglass,fabert,9.058486814548067
prnn_fglass,fars,9.012852961578483
prnn_fglass,fashion-mnist,9.084542858383191
prnn_fglass,gas-drift-different-concentrations,6.372544952236234
prnn_fglass,gas-drift,6.5114164065380615
prnn_fglass,gina_prior2,7.287311974420056
prnn_fglass,glass,7.600243829919373e-14
prnn_fglass,har,8.314450524898554
prnn_fglass,hayes-roth,2.7297835109729713
prnn_fglass,heart-long-beach,4.557476942841017
prnn_fglass,heart-switzerland,3.478217139007159
prnn_fglass,helena,9.08025407178488
prnn_fglass,indian_pines,7.792979514349312
prnn_fglass,iris,5.446918514365109
prnn_fglass,jannis,9.066359488228903
prnn_fglass,japanesevowels,5.475031850200549
prnn_fglass,jungle_chess_2pcs_endgame_panther_elephant,5.88815590312604
prnn_fglass,jungle_chess_2pcs_raw_endgame_complete,8.80488572436277
prnn_fglass,leaf,6.815134807365771
prnn_fglass,led-display-domain-7digit,6.48349207713989
prnn_fglass,mfeat-factors,3.971046387775401
prnn_fglass,mfeat-fourier,3.1466147724612763
prnn_fglass,mfeat-karhunen,3.0489359546097776
prnn_fglass,mfeat-morphological,4.264565843325782
prnn_fglass,mfeat-pixel,5.439130454519017
prnn_fglass,microaggregation2,8.167847853167498
prnn_fglass,nursery,6.872493570035099
prnn_fglass,page-blocks,5.791726863215656
prnn_fglass,pokerhand,9.073016210135114
prnn_fglass,popularkids,2.442987191764709
prnn_fglass,prnn_fglass,0.0
prnn_fglass,prnn_viruses,3.99246980310201
prnn_fglass,rmftsa_sleepdata,1.680326620186568
prnn_fglass,robot-failures-lp1,4.3087872441726045
prnn_fglass,robot-failures-lp5,4.6983144831529104
prnn_fglass,satimage,6.95077488295242
prnn_fglass,seeds,5.093650716985884
prnn_fglass,segment,5.174746511545265
prnn_fglass,seismic-bumps,5.093650716985884
prnn_fglass,semeion,4.102711632787388
prnn_fglass,shuttle,9.07528017286231
prnn_fglass,spectrometer,5.75278402741371
prnn_fglass,steel-plates-fault,4.487144809802879
prnn_fglass,synthetic_control,5.325191643760883
prnn_fglass,tae,2.76439527073797
prnn_fglass,tamilnadu-electricity,8.354175953307557
prnn_fglass,teachingassistant,2.7756144059890038
prnn_fglass,thyroid-allbp,5.445276704577866
prnn_fglass,thyroid-allhyper,5.445276704577866
prnn_fglass,user-knowledge,4.958365174517154
prnn_fglass,vehicle,4.1686622712177
prnn_fglass,vertebra-column,4.813076015887423
prnn_fglass,volcanoes-a1,4.862829110794192
prnn_fglass,volcanoes-a3,4.129262333487541
prnn_fglass,volcanoes-a4,3.7026845426919857
prnn_fglass,volcanoes-d1,9.073500694198946
prnn_fglass,wall-robot-navigation,2.4125052206517945
prnn_fglass,waveform-5000,8.01813572244457
prnn_fglass,wine-quality-white,7.150554769745655
prnn_fglass,wine,3.2505414502929697
prnn_fglass,zoo,6.394312708108701
prnn_viruses,abalone,5.557306414104523
prnn_viruses,artificial-characters,8.9246252640283
prnn_viruses,balance-scale,4.829776925460406
prnn_viruses,breast-tissue,4.527845420841755
prnn_viruses,car,5.548579844436458
prnn_viruses,cardiotocography,3.0789187466220604
prnn_viruses,cmc,5.5504012523433355
prnn_viruses,cnae-9,6.97383710229358
prnn_viruses,collins,7.512495378797827
prnn_viruses,covertype,9.268320865486201
prnn_viruses,desharnais,5.003103066620945
prnn_viruses,diggle_table_a2,4.688475937883127
prnn_viruses,ecoli,4.197700198076869
prnn_viruses,energy-efficiency,7.243349815283562
prnn_viruses,eye_movements,8.689779241666823
prnn_viruses,fabert,9.295027911902928
prnn_viruses,fars,9.23156242888854
prnn_viruses,fashion-mnist,9.226523095437436
prnn_viruses,gas-drift-different-concentrations,6.641914361550084
prnn_viruses,gas-drift,6.763919323448517
prnn_viruses,gina_prior2,7.509065823708705
prnn_viruses,glass,3.9924698031020074
prnn_viruses,har,8.634007970691155
prnn_viruses,hayes-roth,4.691558108833138
prnn_viruses,heart-long-beach,5.411451948993264
prnn_viruses,heart-switzerland,4.7800662293506235
prnn_viruses,helena,9.275643811709122
prnn_viruses,indian_pines,8.346954820507824
prnn_viruses,iris,5.47427621526009
prnn_viruses,jannis,9.260655340084917
prnn_viruses,japanesevowels,6.088580662447248
prnn_viruses,jungle_chess_2pcs_endgame_panther_elephant,3.1953793955158245
prnn_viruses,jungle_chess_2pcs_raw_endgame_complete,9.107140044679907
prnn_viruses,leaf,6.804475970993207
prnn_viruses,led-display-domain-7digit,6.631292774956596
prnn_viruses,mfeat-factors,4.611104876912875
prnn_viruses,mfeat-fourier,3.783535994824914
prnn_viruses,mfeat-karhunen,4.780984054613632
prnn_viruses,mfeat-morphological,5.0323738535844305
prnn_viruses,mfeat-pixel,5.880688281729813
prnn_viruses,microaggregation2,8.190593981606378
