"dataset1","dataset2","distance"
gas-drift-different-concentrations,eye_movements,9.61369028553583
gas-drift-different-concentrations,fabert,10.26688768501189
gas-drift-different-concentrations,fars,10.134313185297776
gas-drift-different-concentrations,fashion-mnist,10.339003970179842
gas-drift-different-concentrations,gas-drift-different-concentrations,0.0
gas-drift-different-concentrations,gas-drift,1.0318509225166825
gas-drift-different-concentrations,gina_prior2,9.090054250438511
gas-drift-different-concentrations,glass,6.372544952236221
gas-drift-different-concentrations,har,9.018834402588444
gas-drift-different-concentrations,hayes-roth,6.5623073147563815
gas-drift-different-concentrations,heart-long-beach,6.929472124438917
gas-drift-different-concentrations,heart-switzerland,6.505455809838534
gas-drift-different-concentrations,helena,10.354116103161422
gas-drift-different-concentrations,indian_pines,9.589597602231693
gas-drift-different-concentrations,iris,7.700017736547866
gas-drift-different-concentrations,jannis,10.355535929347644
gas-drift-different-concentrations,japanesevowels,7.705633434499818
gas-drift-different-concentrations,jungle_chess_2pcs_endgame_panther_elephant,7.126082002244053
gas-drift-different-concentrations,jungle_chess_2pcs_raw_endgame_complete,10.020766979100603
gas-drift-different-concentrations,leaf,7.989142511460461
gas-drift-different-concentrations,led-display-domain-7digit,8.05091497172548
gas-drift-different-concentrations,mfeat-factors,6.763045229913995
gas-drift-different-concentrations,mfeat-fourier,6.186880178628442
gas-drift-different-concentrations,mfeat-karhunen,6.444875584713659
gas-drift-different-concentrations,mfeat-morphological,6.617572345018109
gas-drift-different-concentrations,mfeat-pixel,6.854868393625758
gas-drift-different-concentrations,microaggregation2,9.947874993633592
gas-drift-different-concentrations,nursery,7.988712628434535
gas-drift-different-concentrations,page-blocks,6.028450707000196
gas-drift-different-concentrations,pokerhand,10.356107659697454
gas-drift-different-concentrations,popularkids,6.557782018337534
gas-drift-different-concentrations,prnn_fglass,6.372544952236234
gas-drift-different-concentrations,prnn_viruses,6.641914361550084
gas-drift-different-concentrations,rmftsa_sleepdata,6.330580910327199
gas-drift-different-concentrations,robot-failures-lp1,6.382760283101378
gas-drift-different-concentrations,robot-failures-lp5,6.7468922918108225
gas-drift-different-concentrations,satimage,8.622989659304773
gas-drift-different-concentrations,seeds,6.938188212224441
gas-drift-different-concentrations,segment,6.844974981592848
gas-drift-different-concentrations,seismic-bumps,6.938188212224441
gas-drift-different-concentrations,semeion,6.760588962982898
gas-drift-different-concentrations,shuttle,10.354940941032467
gas-drift-different-concentrations,spectrometer,7.850016921661819
gas-drift-different-concentrations,steel-plates-fault,6.770215743280161
gas-drift-different-concentrations,synthetic_control,7.879412367864363
gas-drift-different-concentrations,tae,6.519220044923018
gas-drift-different-concentrations,tamilnadu-electricity,10.035596063885805
gas-drift-different-concentrations,teachingassistant,7.254962382868734
gas-drift-different-concentrations,thyroid-allbp,7.725507917471515
gas-drift-different-concentrations,thyroid-allhyper,7.725507917471515
gas-drift-different-concentrations,user-knowledge,6.578639194993083
gas-drift-different-concentrations,vehicle,6.596363337487909
gas-drift-different-concentrations,vertebra-column,6.740258820370665
gas-drift-different-concentrations,volcanoes-a1,6.918033268288783
gas-drift-different-concentrations,volcanoes-a3,6.960014250935368
gas-drift-different-concentrations,volcanoes-a4,6.578661396375313
gas-drift-different-concentrations,volcanoes-d1,10.355141567981466
gas-drift-different-concentrations,wall-robot-navigation,6.156046096442238
gas-drift-different-concentrations,waveform-5000,9.291302613979129
gas-drift-different-concentrations,wine-quality-white,8.30605871089625
gas-drift-different-concentrations,wine,6.452977627415445
gas-drift-different-concentrations,zoo,8.224044307183473
gas-drift,abalone,7.297824051538217
gas-drift,artificial-characters,10.271867677969395
gas-drift,balance-scale,6.473447084917594
gas-drift,breast-tissue,6.243554739605383
gas-drift,car,6.823708389769254
gas-drift,cardiotocography,7.2771295511800735
gas-drift,cmc,7.584829067443087
gas-drift,cnae-9,8.663918628125469
gas-drift,collins,8.471051152735882
gas-drift,covertype,10.423264945569253
gas-drift,desharnais,6.5122983356045046
gas-drift,diggle_table_a2,7.175588746768804
gas-drift,ecoli,6.902307738569019
gas-drift,energy-efficiency,9.189529016260582
gas-drift,eye_movements,9.810499005550382
gas-drift,fabert,10.43915968480172
gas-drift,fars,10.31547280862542
gas-drift,fashion-mnist,10.30227243913023
gas-drift,gas-drift-different-concentrations,1.0318509225166825
gas-drift,gas-drift,0.0
gas-drift,gina_prior2,9.134190381551994
gas-drift,glass,6.511416406538044
gas-drift,har,9.329541609003371
gas-drift,hayes-roth,6.559950821146142
gas-drift,heart-long-beach,7.140165043741471
gas-drift,heart-switzerland,6.821973835266025
gas-drift,helena,10.430122277151284
gas-drift,indian_pines,9.632355937388645
gas-drift,iris,7.934865023811078
gas-drift,jannis,10.416118735581605
gas-drift,japanesevowels,7.479939083724232
gas-drift,jungle_chess_2pcs_endgame_panther_elephant,7.198970872580499
gas-drift,jungle_chess_2pcs_raw_endgame_complete,10.060729802119672
gas-drift,leaf,8.307015247881015
gas-drift,led-display-domain-7digit,8.133816268331143
gas-drift,mfeat-factors,6.894391597693125
gas-drift,mfeat-fourier,6.356851009270149
gas-drift,mfeat-karhunen,6.456608516790074
gas-drift,mfeat-morphological,6.953139536127999
gas-drift,mfeat-pixel,6.985882120445567
gas-drift,microaggregation2,10.007288474409412
gas-drift,nursery,8.177832514623722
gas-drift,page-blocks,6.231649717676067
gas-drift,pokerhand,10.424853584766081
gas-drift,popularkids,6.715166118845601
gas-drift,prnn_fglass,6.5114164065380615
gas-drift,prnn_viruses,6.763919323448517
gas-drift,rmftsa_sleepdata,6.463249484358052
gas-drift,robot-failures-lp1,6.501476209521264
gas-drift,robot-failures-lp5,6.851551852726964
gas-drift,satimage,8.613871365370299
gas-drift,seeds,7.051439547032392
gas-drift,segment,6.785118723254372
gas-drift,seismic-bumps,7.051439547032392
gas-drift,semeion,6.7938441250759345
gas-drift,shuttle,10.425064687426778
gas-drift,spectrometer,7.888238418433832
gas-drift,steel-plates-fault,6.664396432580861
gas-drift,synthetic_control,8.110030546740758
gas-drift,tae,6.788232494113687
gas-drift,tamilnadu-electricity,10.062871970733026
gas-drift,teachingassistant,7.524240924180978
gas-drift,thyroid-allbp,7.491025308666806
gas-drift,thyroid-allhyper,7.491025308666806
gas-drift,user-knowledge,6.60577665478851
gas-drift,vehicle,6.971219329683321
gas-drift,vertebra-column,7.088023564905153
gas-drift,volcanoes-a1,6.869033408345187
gas-drift,volcanoes-a3,6.7232102899178265
gas-drift,volcanoes-a4,6.4363466065853325
gas-drift,volcanoes-d1,10.423268562508746
gas-drift,wall-robot-navigation,6.411517526175746
gas-drift,waveform-5000,9.454513894221023
gas-drift,wine-quality-white,8.236419346826626
gas-drift,wine,6.4329557303409866
gas-drift,zoo,8.430340531919143
gina_prior2,abalone,8.22008320734617
gina_prior2,artificial-characters,11.037335034452099
gina_prior2,balance-scale,7.331181469641224
gina_prior2,breast-tissue,7.694844962080279
gina_prior2,car,8.37888838013274
gina_prior2,cardiotocography,8.27694501977936
gina_prior2,cmc,8.704223176177905
gina_prior2,cnae-9,10.4216639370573
gina_prior2,collins,8.659485937028098
gina_prior2,covertype,11.300612922541353
gina_prior2,desharnais,8.215943347482387
gina_prior2,diggle_table_a2,8.006777693268079
gina_prior2,ecoli,8.371873403616759
gina_prior2,energy-efficiency,10.03597299039089
gina_prior2,eye_movements,11.183853055969687
gina_prior2,fabert,11.01258212096972
gina_prior2,fars,11.392949389754973
gina_prior2,fashion-mnist,11.289431077641801
gina_prior2,gas-drift-different-concentrations,9.090054250438511
gina_prior2,gas-drift,9.134190381551994
gina_prior2,gina_prior2,0.0
gina_prior2,glass,7.287311974420041
gina_prior2,har,9.318474434668474
gina_prior2,hayes-roth,8.129744177478948
gina_prior2,heart-long-beach,8.654954853938861
gina_prior2,heart-switzerland,8.045580302806288
gina_prior2,helena,11.290727952173208
gina_prior2,indian_pines,9.875176188395526
gina_prior2,iris,8.341430475987442
gina_prior2,jannis,11.30952168851208
gina_prior2,japanesevowels,8.54408874271815
gina_prior2,jungle_chess_2pcs_endgame_panther_elephant,8.451367990443044
gina_prior2,jungle_chess_2pcs_raw_endgame_complete,10.824275933380001
gina_prior2,leaf,9.841124781595676
gina_prior2,led-display-domain-7digit,9.372103306911043
gina_prior2,mfeat-factors,7.630681784994139
gina_prior2,mfeat-fourier,7.502756787277206
gina_prior2,mfeat-karhunen,7.900665518915324
gina_prior2,mfeat-morphological,8.646952628467355
gina_prior2,mfeat-pixel,9.244254143083726
gina_prior2,microaggregation2,10.17400108321732
gina_prior2,nursery,9.651821184065671
gina_prior2,page-blocks,9.060806539564487
gina_prior2,pokerhand,11.302839789530374
gina_prior2,popularkids,7.242390597341246
gina_prior2,prnn_fglass,7.287311974420056
gina_prior2,prnn_viruses,7.509065823708705
gina_prior2,rmftsa_sleepdata,7.485939908876131
gina_prior2,robot-failures-lp1,8.02059995660982
gina_prior2,robot-failures-lp5,8.420757493593243
gina_prior2,satimage,9.888123965651552
gina_prior2,seeds,8.46356584345031
gina_prior2,segment,8.541599354814375
gina_prior2,seismic-bumps,8.46356584345031
gina_prior2,semeion,5.705164754197774
gina_prior2,shuttle,11.29815949601041
gina_prior2,spectrometer,8.85002902748081
gina_prior2,steel-plates-fault,7.322344930629617
gina_prior2,synthetic_control,8.747271581667684
gina_prior2,tae,8.071904378025991
gina_prior2,tamilnadu-electricity,10.918867058007525
gina_prior2,teachingassistant,8.517092386924114
gina_prior2,thyroid-allbp,8.983038752972124
gina_prior2,thyroid-allhyper,8.983038752972124
gina_prior2,user-knowledge,7.538240489260929
gina_prior2,vehicle,8.162853955657418
gina_prior2,vertebra-column,8.918267544905241
gina_prior2,volcanoes-a1,9.662339758618039
gina_prior2,volcanoes-a3,8.11682780988659
gina_prior2,volcanoes-a4,8.098623229258601
gina_prior2,volcanoes-d1,11.30060827634413
gina_prior2,wall-robot-navigation,7.317583764539046
gina_prior2,waveform-5000,10.150943436176771
gina_prior2,wine-quality-white,10.558417668332293
gina_prior2,wine,7.381521773943329
gina_prior2,zoo,9.480946994935293
glass,abalone,5.551668676118914
glass,artificial-characters,8.7427414578494
glass,balance-scale,3.087374894851736
glass,breast-tissue,3.424865044882305
glass,car,4.060249729857254
glass,cardiotocography,4.675401338469379
glass,cmc,4.538388844113069
glass,cnae-9,7.019874884183341
glass,collins,7.468356163479145
glass,covertype,9.073497077492435
glass,desharnais,3.674607418927309
glass,diggle_table_a2,4.196292652861458
glass,ecoli,4.996675055157494
glass,energy-efficiency,7.046480665574757
glass,eye_movements,8.344060584357162
glass,fabert,9.058486814548068
glass,fars,9.012852961578481
glass,fashion-mnist,9.08454285838319
glass,gas-drift-different-concentrations,6.372544952236221
glass,gas-drift,6.511416406538044
glass,gina_prior2,7.287311974420041
glass,glass,0.0
glass,har,8.314450524898552
glass,hayes-roth,2.7297835109729296
glass,heart-long-beach,4.557476942841041
glass,heart-switzerland,3.478217139007187
glass,helena,9.08025407178488
glass,indian_pines,7.792979514349326
glass,iris,5.446918514365115
glass,jannis,9.066359488228903
glass,japanesevowels,5.475031850200532
glass,jungle_chess_2pcs_endgame_panther_elephant,5.888155903126034
glass,jungle_chess_2pcs_raw_endgame_complete,8.804885724362768
glass,leaf,6.815134807365781
glass,led-display-domain-7digit,6.483492077139892
glass,mfeat-factors,3.971046387775371
glass,mfeat-fourier,3.1466147724612523
glass,mfeat-karhunen,3.0489359546097363
glass,mfeat-morphological,4.264565843325775
glass,mfeat-pixel,5.439130454519012
glass,microaggregation2,8.167847853167503
glass,nursery,6.872493570035091
glass,page-blocks,5.791726863215688
glass,pokerhand,9.073016210135114
glass,popularkids,2.4429871917647343
glass,prnn_fglass,7.600243829919373e-14
glass,prnn_viruses,3.9924698031020074
glass,rmftsa_sleepdata,1.6803266201865503
glass,robot-failures-lp1,4.308787244172592
glass,robot-failures-lp5,4.698314483152919
glass,satimage,6.950774882952413
glass,seeds,5.093650716985883
glass,segment,5.174746511545279
glass,seismic-bumps,5.093650716985883
glass,semeion,4.102711632787372
glass,shuttle,9.075280172862312
glass,spectrometer,5.752784027413727
glass,steel-plates-fault,4.487144809802895
glass,synthetic_control,5.325191643760925
glass,tae,2.7643952707379875
glass,tamilnadu-electricity,8.354175953307566
glass,teachingassistant,2.77561440598905
glass,thyroid-allbp,5.445276704577875
glass,thyroid-allhyper,5.445276704577875
glass,user-knowledge,4.9583651745171435
glass,vehicle,4.168662271217714
glass,vertebra-column,4.813076015887429
glass,volcanoes-a1,4.862829110794184
glass,volcanoes-a3,4.12926233348751
glass,volcanoes-a4,3.7026845426919603
glass,volcanoes-d1,9.073500694198948
glass,wall-robot-navigation,2.4125052206518243
glass,waveform-5000,8.018135722444583
glass,wine-quality-white,7.150554769745657
glass,wine,3.250541450292927
glass,zoo,6.394312708108726
har,abalone,8.56940999174466
har,artificial-characters,10.807139783487562
har,balance-scale,8.106613998495565
har,breast-tissue,7.954770227626668
har,car,6.9469057823532205
har,cardiotocography,8.708567069547655
har,cmc,7.965253722226562
har,cnae-9,9.884124532034242
har,collins,9.837563243434605
har,covertype,11.189912495815273
har,desharnais,7.302889156389901
har,diggle_table_a2,7.9592664688273445
har,ecoli,8.009251203260161
har,energy-efficiency,10.499988994392803
har,eye_movements,10.942216628003122
har,fabert,11.145129412521221
har,fars,11.22622792615866
har,fashion-mnist,11.189146130448613
har,gas-drift-different-concentrations,9.018834402588444
har,gas-drift,9.329541609003371
har,gina_prior2,9.318474434668474
har,glass,8.314450524898552
har,har,0.0
har,hayes-roth,8.140671676347438
har,heart-long-beach,7.8470830375128715
har,heart-switzerland,8.013349357377711
har,helena,11.198460829482821
har,indian_pines,10.54427754800769
har,iris,8.556992823272045
har,jannis,11.181186999778951
har,japanesevowels,9.052298360441108
har,jungle_chess_2pcs_endgame_panther_elephant,8.45211106036974
har,jungle_chess_2pcs_raw_endgame_complete,11.059803378030933
har,leaf,8.484723900403464
har,led-display-domain-7digit,9.511527010402832
har,mfeat-factors,6.661308548111795
har,mfeat-fourier,6.961378384824122
har,mfeat-karhunen,7.303612010366993
har,mfeat-morphological,7.471483667194529
har,mfeat-pixel,6.725397842626209
har,microaggregation2,10.034430336082039
har,nursery,8.12112986253325
har,page-blocks,9.130124321449522
har,pokerhand,11.191791471444022
har,popularkids,8.187766161619678
har,prnn_fglass,8.314450524898554
har,prnn_viruses,8.634007970691155
har,rmftsa_sleepdata,7.9336359426579355
har,robot-failures-lp1,7.705505046825124
har,robot-failures-lp5,8.07810282356799
har,satimage,9.757181573713623
har,seeds,7.740870357284222
har,segment,7.969745467273739
har,seismic-bumps,7.740870357284222
har,semeion,7.527344300435756
har,shuttle,11.19213754375622
har,spectrometer,8.159727258749479
har,steel-plates-fault,8.128069746206645
har,synthetic_control,8.083677878267148
har,tae,7.796645679693188
har,tamilnadu-electricity,10.22960756867706
har,teachingassistant,8.820617943773788
har,thyroid-allbp,8.20094060352727
har,thyroid-allhyper,8.20094060352727
har,user-knowledge,8.799903546476989
har,vehicle,7.406717793295641
har,vertebra-column,7.558357941419398
har,volcanoes-a1,8.231383259190531
har,volcanoes-a3,8.311415920125796
har,volcanoes-a4,7.673801980298938
har,volcanoes-d1,11.189916944868369
har,wall-robot-navigation,7.697837921786826
har,waveform-5000,9.768756143216555
har,wine-quality-white,10.220047281228101
har,wine,8.407478040608705
har,zoo,9.591334340146867
hayes-roth,abalone,5.747912545959261
hayes-roth,artificial-characters,9.054021025345133
hayes-roth,balance-scale,3.260025399190042
hayes-roth,breast-tissue,2.614785575110999
hayes-roth,car,2.9964396625804572
hayes-roth,cardiotocography,5.778564121027449
hayes-roth,cmc,6.026746288448985
hayes-roth,cnae-9,6.372829180538266
hayes-roth,collins,7.6734398648510425
hayes-roth,covertype,9.3060204995136
hayes-roth,desharnais,3.649191118821448
hayes-roth,diggle_table_a2,4.77680784807708
hayes-roth,ecoli,5.051421649996583
hayes-roth,energy-efficiency,7.490823091943611
hayes-roth,eye_movements,8.825117345663934
hayes-roth,fabert,9.331458871273519
hayes-roth,fars,9.29507556312525
hayes-roth,fashion-mnist,9.252516387584974
hayes-roth,gas-drift-different-concentrations,6.5623073147563815
hayes-roth,gas-drift,6.559950821146142
hayes-roth,gina_prior2,8.129744177478948
hayes-roth,glass,2.7297835109729296
hayes-roth,har,8.140671676347438
hayes-roth,hayes-roth,0.0
hayes-roth,heart-long-beach,5.941317009466261
hayes-roth,heart-switzerland,5.319894933263799
hayes-roth,helena,9.309845167991632
hayes-roth,indian_pines,8.500412923769717
hayes-roth,iris,6.226869249399577
hayes-roth,jannis,9.301707656187858
hayes-roth,japanesevowels,6.049895671514915
hayes-roth,jungle_chess_2pcs_endgame_panther_elephant,6.666453114787228
hayes-roth,jungle_chess_2pcs_raw_endgame_complete,9.018708044944315
hayes-roth,leaf,7.073716106956207
hayes-roth,led-display-domain-7digit,6.829528789893055
hayes-roth,mfeat-factors,4.170664407605695
hayes-roth,mfeat-fourier,3.4109171078667035
hayes-roth,mfeat-karhunen,2.9390050963538776
hayes-roth,mfeat-morphological,4.3233463223841895
hayes-roth,mfeat-pixel,5.485091792363595
hayes-roth,microaggregation2,8.094236770415328
hayes-roth,nursery,7.2526841106334725
hayes-roth,page-blocks,6.617741295159636
hayes-roth,pokerhand,9.305553565171055
hayes-roth,popularkids,4.565102917663096
hayes-roth,prnn_fglass,2.7297835109729713
hayes-roth,prnn_viruses,4.691558108833138
hayes-roth,rmftsa_sleepdata,2.3362303147923544
hayes-roth,robot-failures-lp1,4.02404315417387
hayes-roth,robot-failures-lp5,4.874214974298483
hayes-roth,satimage,7.636737486130548
hayes-roth,seeds,5.011494433943831
hayes-roth,segment,5.169879828895977
hayes-roth,seismic-bumps,5.011494433943831
hayes-roth,semeion,4.950654738604972
hayes-roth,shuttle,9.307057394509277
hayes-roth,spectrometer,6.4794330685433
hayes-roth,steel-plates-fault,5.117551090931952
hayes-roth,synthetic_control,6.529184009995984
hayes-roth,tae,4.279951490563287
hayes-roth,tamilnadu-electricity,8.673384434263207
hayes-roth,teachingassistant,3.9717148776038695
hayes-roth,thyroid-allbp,5.729371094525896
hayes-roth,thyroid-allhyper,5.729371094525896
hayes-roth,user-knowledge,5.253177967569432
hayes-roth,vehicle,5.1566960179811945
hayes-roth,vertebra-column,4.947965811622827
hayes-roth,volcanoes-a1,4.833531194560516
hayes-roth,volcanoes-a3,3.799154671965589
hayes-roth,volcanoes-a4,3.4637053022065447
hayes-roth,volcanoes-d1,9.306022649424241
hayes-roth,wall-robot-navigation,3.4898418627332
hayes-roth,waveform-5000,7.958090694240904
hayes-roth,wine-quality-white,7.839557378792132
hayes-roth,wine,2.424831435031282
hayes-roth,zoo,7.155613149490597
heart-long-beach,abalone,6.049996675817365
heart-long-beach,artificial-characters,9.244366805052657
heart-long-beach,balance-scale,5.0588892258269995
heart-long-beach,breast-tissue,5.062358794646616
heart-long-beach,car,5.7249176300484805
heart-long-beach,cardiotocography,4.856412809113311
heart-long-beach,cmc,3.278354190681925
heart-long-beach,cnae-9,7.756726573440475
heart-long-beach,collins,7.540016160564658
heart-long-beach,covertype,9.544606517115874
heart-long-beach,desharnais,4.854004470041823
heart-long-beach,diggle_table_a2,6.168979662573483
heart-long-beach,ecoli,6.072122382557645
heart-long-beach,energy-efficiency,8.390685530919871
heart-long-beach,eye_movements,8.993130878189287
heart-long-beach,fabert,9.516043987949173
heart-long-beach,fars,9.524878678669204
heart-long-beach,fashion-mnist,9.458447087135633
heart-long-beach,gas-drift-different-concentrations,6.929472124438917
heart-long-beach,gas-drift,7.140165043741471
heart-long-beach,gina_prior2,8.654954853938861
heart-long-beach,glass,4.557476942841041
heart-long-beach,har,7.8470830375128715
heart-long-beach,hayes-roth,5.941317009466261
heart-long-beach,heart-long-beach,0.0
heart-long-beach,heart-switzerland,1.896268669258454
heart-long-beach,helena,9.546025595311919
heart-long-beach,indian_pines,9.035317938941906
heart-long-beach,iris,6.558713471002553
heart-long-beach,jannis,9.54261220850149
heart-long-beach,japanesevowels,5.972284162642883
heart-long-beach,jungle_chess_2pcs_endgame_panther_elephant,5.28772789894999
heart-long-beach,jungle_chess_2pcs_raw_endgame_complete,9.239971380852992
heart-long-beach,leaf,6.544816103153216
heart-long-beach,led-display-domain-7digit,5.718238788045702
heart-long-beach,mfeat-factors,5.32234496296428
heart-long-beach,mfeat-fourier,5.199439352386657
heart-long-beach,mfeat-karhunen,5.40923677024994
heart-long-beach,mfeat-morphological,5.905418407090655
heart-long-beach,mfeat-pixel,5.0188628654063185
heart-long-beach,microaggregation2,8.756067659978122
heart-long-beach,nursery,7.188898571247828
heart-long-beach,page-blocks,6.619540560008532
heart-long-beach,pokerhand,9.541661507127074
heart-long-beach,popularkids,2.571396541223878
heart-long-beach,prnn_fglass,4.557476942841017
heart-long-beach,prnn_viruses,5.411451948993264
heart-long-beach,rmftsa_sleepdata,4.5428158441809945
heart-long-beach,robot-failures-lp1,4.991096581311052
heart-long-beach,robot-failures-lp5,5.013114561535792
heart-long-beach,satimage,8.323520686400844
heart-long-beach,seeds,5.80869530571314
heart-long-beach,segment,5.822708801294564
heart-long-beach,seismic-bumps,5.80869530571314
heart-long-beach,semeion,4.444990490219833
heart-long-beach,shuttle,9.545031120099805
heart-long-beach,spectrometer,6.821126316836803
heart-long-beach,steel-plates-fault,4.4586723963303285
heart-long-beach,synthetic_control,6.5739636881942305
heart-long-beach,tae,3.8065470208986483
heart-long-beach,tamilnadu-electricity,9.16124020662618
heart-long-beach,teachingassistant,4.9181408583408786
heart-long-beach,thyroid-allbp,5.099318821502681
heart-long-beach,thyroid-allhyper,5.099318821502681
heart-long-beach,user-knowledge,5.093998792491325
heart-long-beach,vehicle,3.945525031894084
heart-long-beach,vertebra-column,5.250298441579493
heart-long-beach,volcanoes-a1,5.722335057932089
heart-long-beach,volcanoes-a3,5.924380936347423
heart-long-beach,volcanoes-a4,5.431047519354978
heart-long-beach,volcanoes-d1,9.544607462891182
heart-long-beach,wall-robot-navigation,4.501050693046531
heart-long-beach,waveform-5000,8.703274942654613
heart-long-beach,wine-quality-white,7.492186373160918
heart-long-beach,wine,6.207538233444299
heart-long-beach,zoo,7.3359071068203185
heart-switzerland,abalone,5.910254346686118
heart-switzerland,artificial-characters,9.097442660645935
heart-switzerland,balance-scale,4.508931462784218
heart-switzerland,breast-tissue,4.68011723619647
heart-switzerland,car,5.440193495713396
heart-switzerland,cardiotocography,4.680380908139571
heart-switzerland,cmc,3.3989837518490287
heart-switzerland,cnae-9,7.695837647519336
heart-switzerland,collins,7.507926481479684
heart-switzerland,covertype,9.336195804816741
heart-switzerland,desharnais,4.252708359273446
heart-switzerland,diggle_table_a2,5.09520466790445
heart-switzerland,ecoli,5.810633659581982
heart-switzerland,energy-efficiency,7.662144300811343
heart-switzerland,eye_movements,8.803517556874684
heart-switzerland,fabert,9.260865250591715
heart-switzerland,fars,9.263676995009307
heart-switzerland,fashion-mnist,9.278311873668178
heart-switzerland,gas-drift-different-concentrations,6.505455809838534
heart-switzerland,gas-drift,6.821973835266025
heart-switzerland,gina_prior2,8.045580302806288
heart-switzerland,glass,3.478217139007187
heart-switzerland,har,8.013349357377711
heart-switzerland,hayes-roth,5.319894933263799
heart-switzerland,heart-long-beach,1.896268669258454
heart-switzerland,heart-switzerland,0.0
heart-switzerland,helena,9.343936222379229
heart-switzerland,indian_pines,8.38217183986443
heart-switzerland,iris,5.826588088021036
heart-switzerland,jannis,9.328135158770113
heart-switzerland,japanesevowels,6.038429537288154
heart-switzerland,jungle_chess_2pcs_endgame_panther_elephant,5.3254873708288315
heart-switzerland,jungle_chess_2pcs_raw_endgame_complete,8.849134618911027
heart-switzerland,leaf,6.202884783529728
heart-switzerland,led-display-domain-7digit,5.764283946410979
heart-switzerland,mfeat-factors,4.874661196679667
heart-switzerland,mfeat-fourier,4.5332602921528835
heart-switzerland,mfeat-karhunen,4.766994223133797
heart-switzerland,mfeat-morphological,5.346570862757373
heart-switzerland,mfeat-pixel,4.72642972958188
heart-switzerland,microaggregation2,8.634474383834247
heart-switzerland,nursery,6.6571980841825305
heart-switzerland,page-blocks,6.385204663501519
heart-switzerland,pokerhand,9.33331774749232
heart-switzerland,popularkids,1.7071612555156295
heart-switzerland,prnn_fglass,3.478217139007159
heart-switzerland,prnn_viruses,4.7800662293506235
heart-switzerland,rmftsa_sleepdata,3.6621497253664033
heart-switzerland,robot-failures-lp1,4.6817747196021005
heart-switzerland,robot-failures-lp5,4.722458789530501
heart-switzerland,satimage,7.788341764210673
heart-switzerland,seeds,5.724958125555919
heart-switzerland,segment,5.767558523695884
heart-switzerland,seismic-bumps,5.724958125555919
heart-switzerland,semeion,3.9845946780887407
heart-switzerland,shuttle,9.338226706725663
heart-switzerland,spectrometer,6.5388427726930916
heart-switzerland,steel-plates-fault,4.5265984822202565
heart-switzerland,synthetic_control,5.991790444479714
heart-switzerland,tae,2.578104217671833
heart-switzerland,tamilnadu-electricity,9.127627861384896
heart-switzerland,teachingassistant,4.063094281795244
heart-switzerland,thyroid-allbp,5.7959475777436875
heart-switzerland,thyroid-allhyper,5.7959475777436875
heart-switzerland,user-knowledge,4.945931745245744
heart-switzerland,vehicle,3.758817766931589
heart-switzerland,vertebra-column,5.0947142019084035
heart-switzerland,volcanoes-a1,5.385857438604364
heart-switzerland,volcanoes-a3,5.8162040805343365
heart-switzerland,volcanoes-a4,5.191161071904021
heart-switzerland,volcanoes-d1,9.336199889088585
heart-switzerland,wall-robot-navigation,3.622095432146406
heart-switzerland,waveform-5000,8.527355673134426
heart-switzerland,wine-quality-white,7.023129173762618
heart-switzerland,wine,5.534429625480683
heart-switzerland,zoo,6.638109412484474
helena,abalone,9.747352750673398
helena,artificial-characters,12.095061504369795
helena,balance-scale,9.111371979339518
helena,breast-tissue,9.147357787492561
helena,car,9.35604694932293
helena,cardiotocography,9.655235936510262
helena,cmc,9.632559086882384
helena,cnae-9,10.964282631975173
helena,collins,10.883742356310197
helena,covertype,12.247183510256287
helena,desharnais,9.190843827764603
helena,diggle_table_a2,9.564103381707241
helena,ecoli,9.635510506612862
helena,energy-efficiency,10.97387690664014
helena,eye_movements,11.890728052599219
helena,fabert,12.179983697327511
helena,fars,12.206468673786508
helena,fashion-mnist,12.223502131408564
helena,gas-drift-different-concentrations,10.354116103161422
helena,gas-drift,10.430122277151284
helena,gina_prior2,11.290727952173208
helena,glass,9.08025407178488
helena,har,11.198460829482821
helena,hayes-roth,9.309845167991632
helena,heart-long-beach,9.546025595311919
helena,heart-switzerland,9.343936222379229
helena,helena,0.0
helena,indian_pines,11.541605392345343
helena,iris,9.975102924244029
helena,jannis,12.246433590247692
helena,japanesevowels,9.907315713534327
helena,jungle_chess_2pcs_endgame_panther_elephant,9.774499251870106
helena,jungle_chess_2pcs_raw_endgame_complete,11.93924268624226
helena,leaf,10.469090512847725
helena,led-display-domain-7digit,10.208862918124794
helena,mfeat-factors,9.320788127902654
helena,mfeat-fourier,9.034826736867918
helena,mfeat-karhunen,9.165142753298303
helena,mfeat-morphological,9.476026429823662
helena,mfeat-pixel,9.725792930204427
helena,microaggregation2,11.510349956946412
helena,nursery,10.604166428200646
helena,page-blocks,10.206937237812406
helena,pokerhand,12.247175339588283
helena,popularkids,9.182241428533384
helena,prnn_fglass,9.08025407178488
helena,prnn_viruses,9.275643811709122
helena,rmftsa_sleepdata,9.050618360094212
helena,robot-failures-lp1,9.260927669932412
helena,robot-failures-lp5,9.396403808239807
helena,satimage,11.028148872578546
helena,seeds,9.489633871698135
helena,segment,9.579654142334144
helena,seismic-bumps,9.489633871698135
helena,semeion,9.398878071827633
helena,shuttle,12.247301040480306
helena,spectrometer,9.922334702512778
helena,steel-plates-fault,9.380705157381794
helena,synthetic_control,10.079755558748532
helena,tae,9.24778408089041
helena,tamilnadu-electricity,11.85986995624622
